iter	MultiClass
143	0.02094525824
144	0.02085643417
145	0.02069105723
146	0.02052581531
147	0.02030003965
148	0.02006319466
149	0.01995978908
150	0.0198282682
151	0.01961720494
152	0.01947513313
153	0.01920778979
154	0.01901542158
155	0.01890738467
156	0.01879543611
157	0.01867356803
158	0.01850493454
159	0.01840108032
160	0.01818442877
161	0.01808849459
162	0.01799297663
163	0.01783777534
164	0.0177054539
165	0.01762706027
166	0.01759832353
167	0.01747574429
168	0.01738246911
169	0.01724382328
170	0.01710538099
171	0.01701202389
172	0.01690237706
173	0.01686769724
174	0.01673197815
175	0.01660657338
176	0.01656035411
177	0.01640591804
178	0.01631483443
179	0.01618274537
180	0.01601684885
181	0.01593365464
182	0.01579108343
183	0.01571657588
184	0.01559992316
185	0.01549177929
186	0.01529871268
187	0.01521116514
188	0.01512903337
189	0.0149973678
190	0.01490416282
191	0.01481734908
192	0.0146319957
193	0.01457700914
194	0.01450063347
195	0.01443837298
196	0.01433234876
197	0.01422433414
198	0.01415215162
199	0.01409662179
200	0.01403681947
201	0.01401464199
202	0.0139019336
203	0.01381975405
204	0.01374752242
205	0.01360552909
206	0.01350822352
207	0.01346673186
208	0.01333538716
209	0.01324237556
210	0.01315504919
211	0.01307776957
212	0.01305555798
213	0.01294215864
214	0.01284957532
215	0.0127592604
216	0.01269023169
217	0.0125724967
218	0.01248028522
219	0.01241750042
220	0.01237052595
221	0.01226030186
222	0.01221022885
223	0.01211731928
224	0.01207081248
225	0.01202971676
226	0.01198895141
227	0.01195215295
228	0.01190124603
229	0.01188213113
230	0.01184211989
231	0.01180434994
232	0.01171099812
233	0.01167190444
234	0.01162507073
235	0.0115422958
236	0.01149845964
237	0.01142758862
238	0.01133832214
239	0.01126011926
240	0.01119423198
241	0.01115525735
242	0.01108952505
243	0.01104383546
244	0.01100955796
245	0.01096132792
246	0.01091526617
247	0.01086731635
248	0.01083025663
249	0.01075635356
250	0.01066739245
251	0.01062619286
252	0.01059478386
253	0.01056395634
254	0.01048440162
255	0.01042942623
256	0.01039495171
257	0.01035175243
258	0.01022709783
259	0.0101674898
260	0.0100894657
261	0.01005113954
262	0.0100172703
263	0.009951218168
264	0.009902540124
265	0.009858003859
266	0.0098171838
267	0.009723196744
268	0.009690362595
269	0.009640793185
270	0.009595479012
271	0.009544394948
272	0.009438339222
273	0.009415511536
274	0.009388000325
275	0.009345855024
276	0.009287106675
277	0.009251781457
278	0.009219691881
279	0.009168920561
280	0.009139264674
281	0.009104307255
282	0.0090796727
283	0.009054744902
284	0.009009138565
285	0.008961254503
286	0.008930718819
287	0.008883059086
288	0.00886553621
289	0.00882651697
290	0.00877702012
291	0.008738398171
292	0.008716176848
293	0.008699592818
294	0.00868109941
295	0.008628577436
296	0.00860391713
297	0.008579674527
298	0.008533145174
299	0.008491466027
300	0.008452378733
301	0.00841102312
302	0.00838554761
303	0.008367271657
304	0.008320035521
305	0.008308880111
306	0.00828467504
307	0.008249264127
308	0.008221119887
309	0.008190832607
310	0.00813319128
311	0.008103026953
312	0.008068100198
313	0.00804790811
314	0.008027217836
315	0.007945838341
316	0.007932730669
317	0.007904863355
318	0.007878943304
319	0.007847547302
320	0.007805875642
321	0.00776923494
322	0.007735740842
323	0.007716503294
324	0.007701689252
325	0.007683860545
326	0.007655763703
327	0.007626029918
328	0.007574917836
329	0.007547471234
330	0.007515322118
331	0.007495747683
332	0.007418184423
333	0.00737255218
334	0.007334540344
335	0.007290321554
336	0.007271798358
337	0.007249318299
338	0.00719317389
339	0.007175535841
340	0.007102233336
341	0.007090179318
342	0.007069426194
343	0.007042289141
344	0.00699141938
345	0.006934880604
346	0.006913557637
347	0.006879369869
348	0.006851946613
349	0.006833409821
350	0.006810239284
351	0.006797682927
352	0.006778433593
353	0.006754548102
354	0.006714548664
355	0.006695275025
356	0.006671510879
357	0.006652419014
358	0.006637291475
359	0.006626519352
360	0.006604140978
361	0.006569868958
362	0.006546910848
363	0.006538317643
364	0.006523486246
365	0.006502419597
366	0.006480521297
367	0.006453069844
368	0.006429348732
369	0.006409379745
370	0.00639482918
371	0.006371389821
372	0.006354951224
373	0.006345294906
374	0.006324736258
375	0.006314677529
376	0.006286281825
377	0.006265676757
378	0.006239029901
379	0.006193698287
380	0.006180865088
381	0.006168529772
382	0.006141025149
383	0.006124378831
384	0.006107447489
385	0.006088214161
386	0.006042555191
387	0.006036228387
388	0.006017075321
389	0.005995707924
390	0.005975394763
391	0.005957145293
392	0.005944136477
393	0.005930651467
394	0.005916708859
395	0.005896898079
396	0.00588286745
397	0.005865012795
398	0.005846258251
399	0.005836476655
400	0.005813659944
401	0.00580665406
402	0.005785277621
403	0.005769398393
404	0.005750172092
405	0.005724805297
406	0.005706166031
407	0.005663433252
408	0.005640510127
409	0.005607605987
410	0.005592630264
411	0.005565709431
412	0.005530520483
413	0.005512474732
414	0.005487990749
415	0.005460467748
416	0.005449117643
417	0.005436768556
418	0.005426096066
419	0.005391579168
420	0.005369212954
421	0.00536243731
422	0.005332906004
423	0.005318893185
424	0.00530733499
425	0.005300174706
426	0.005283320089
427	0.005269193913
428	0.005252987899
429	0.005232512625
430	0.005211878393
431	0.005199212043
432	0.005174137786
433	0.005159668249
434	0.005141983897
435	0.005115717825
436	0.005107194124
437	0.005094303095
438	0.005078436968
439	0.005069672006
440	0.005054663585
441	0.005045044042
442	0.005037332621
443	0.005031513933
444	0.005026457173
445	0.005019656791
446	0.005005429596
447	0.004973744743
448	0.004955108331
449	0.004926644251
450	0.00492057782
451	0.004911690957
452	0.004904064727
453	0.004892238303
454	0.004881405421
455	0.004868802723
456	0.004863745375
457	0.004855240715
458	0.004849816745
459	0.004843373175
460	0.004829038595
461	0.004823295423
462	0.004808300159
463	0.004799159201
464	0.004785876965
465	0.004774639112
466	0.004767051377
467	0.004758413383
468	0.004748682737
469	0.004741400212
470	0.004720618623
471	0.004704549788
472	0.004693403624
473	0.004690124992
474	0.004671142014
475	0.004664786844
476	0.004652971449
477	0.004635533482
478	0.004630390615
479	0.004613920049
480	0.004602794037
481	0.004594097678
482	0.004588304303
483	0.004578871507
484	0.004550674045
485	0.004542767772
486	0.004535051443
487	0.004522983976
488	0.004496747011
489	0.004483242444
490	0.004470805272
491	0.004447223412
492	0.00443707098
493	0.004422116947
494	0.004415657111
495	0.004407216829
496	0.004402797817
497	0.004396722044
498	0.004390296853
499	0.004381805684
